Headline,Body ID,Stance
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',2345,discuss
ISIS leader ‘killed’ in US airstrikes,81,unrelated
Unverified video shows beheading of aid worker David Haines,15,unrelated
Batman Set To Play Steve Jobs In Upcoming Biopic,1294,unrelated
India: 400 men cut off their testicles to 'get closer to God' following advice from 'guru',2016,unrelated
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1896,discuss
Amazon.com to open first physical store in Manhattan: DJ,5,unrelated
A bunch of cool health features were cut from the Apple Watch at the last minute,1744,unrelated
Fence-jumper ran through much of main floor of White House: report,263,unrelated
Saudis Say Michelle Obama Not Blurred on TV,1498,unrelated
Fisherman lands 19 STONE catfish which could be biggest in world to be hooked,1913,unrelated
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,687,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,304,unrelated
The rats eat Prada at Vogue NY office,1020,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,1122,discuss
Country Music Legend Willie Nelson Dies at Age 81,1853,unrelated
Mexico Says Missing Students Not Found In First Mass Graves,1269,unrelated
Canadian Soldier Shot At Ottawa War Memorial: Report,971,unrelated
Airport worker strips naked at security scanner in protest against guards,132,unrelated
6 Islamist militants killed in US attack in Somalia,2130,unrelated
Christian Bale will not play Steve Jobs,2017,discuss
CNN Posts Alleged Audio of Michael Brown Shooting,2118,discuss
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,1843,unrelated
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2172,discuss
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),2002,unrelated
Nun complains of stomach pains... and GIVES BIRTH: Sister who had 'no idea' she was pregnant has a baby boy at hospital in Italy,1891,unrelated
Batmobile wasn't stolen: Cops,1789,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,2272,discuss
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,2163,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,2264,discuss
Homeland Security: No ISIL fighters on U.S. border,2056,unrelated
Has ISIS used chemical weapons on Kobane? Claims under-siege town was hit by crude rocket attack,1093,unrelated
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),1169,unrelated
Soldier shot near Canadian parliament building,1347,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),1785,unrelated
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,2415,unrelated
A Mass Grave Points to a Student Massacre in Mexico,1740,unrelated
Militant Group Says It Killed American Journalist in Syria,847,discuss
This Soap Opera Star Reportedly Had His Testicles Stolen By An ‘Attractive Blonde’ Organ Trafficker,342,discuss
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,524,unrelated
A Wanted Man Responded To A Police Facebook Post That He Would Turn Himself In,1950,unrelated
ISIS Extremists Claim to Behead British Hostage David Haines,1645,unrelated
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,776,unrelated
Nicaragua asks U.S. for help investigating meteorite crater,2307,unrelated
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,2354,unrelated
Robert Plant ripped up $800M Led Zeppelin reunion contract,520,unrelated
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,1681,unrelated
FBI Probing Alleged Audio of Michael Brown Shooting,1832,unrelated
Media reports identify Londoner as Islamic State's ‘Jihadi John’,2470,unrelated
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,860,discuss
Texas Plumber Isn't Sure How Extremists In Syria Ended Up With His Work Truck,339,unrelated
Dog abandoned at Scotland train station with suitcase,269,unrelated
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1817,discuss
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2386,discuss
Kurds fear Isis use of chemical weapon in Kobani,155,unrelated
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,176,unrelated
Islamic State reports youngest jihadist 'martyred' in battle,168,unrelated
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,936,unrelated
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,1374,unrelated
Obama denounces killing of journalist James Foley and pledges ‘justice’,938,unrelated
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),208,unrelated
Islamic State fighters training to fly captured jets — watchdog,2408,discuss
Now the Vogue Rats Are Chewing Through Couture,1036,unrelated
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,1899,unrelated
White House fence-jumper made it far deeper into building than previously known,1323,unrelated
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,2343,discuss
Rapper identified as James Foley's executioner: reports,89,unrelated
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,1574,unrelated
Nicaragua asks U.S. for help investigating meteorite crater,269,unrelated
Schoolboy who got electric shock from lamppost claims he now has magnetic powers,1637,unrelated
Audio recording allegedly captures moment Michael Brown was shot,1481,unrelated
White House Fence Jumper Made It Further Into Building Than Reported,2303,discuss
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),859,unrelated
Nigeria says it has deal with Boko Haram to release kidnapped girls,557,discuss
Spider burrowed through tourist's stomach and up into his chest,43,unrelated
Apple Reportedly Relying More Heavily on Samsung for iPhone 6 and Apple Watch Components,1726,unrelated
Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,727,discuss
The Case of the Stolen Batmobile Has Been Solved,2062,discuss
Breaking: Soldier shot at National War Memorial in Ottawa,682,discuss
New Audio Recording From Ferguson May Capture Michael Brown Shooting,2287,discuss
ISIS leader dead?,2187,unrelated
Lebanon confirms holding ISIS chief’s kin,682,unrelated
Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan,235,unrelated
'Hairgate': iPhone 6 users encounter latest Apple problem after 'bendgate',2303,unrelated
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,1678,discuss
Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,1384,unrelated
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1661,discuss
Man chops off own penis after being dumped by his girlfriend,1813,unrelated
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,1574,unrelated
iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game,377,unrelated
It Begins: HazMat-Wearing Passenger Spotted At Airport,1885,unrelated
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,1686,unrelated
Seth Rogen to play Woz in Jobs biopic,616,unrelated
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,964,unrelated
Wayward sister ‘nun the wiser’ about baby,1164,unrelated
Canadian Michael Zehaf-Bibeau thought to be the gunman in Ottawa shooting,2002,unrelated
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1004,unrelated
No One In North Korea Is Allowed To Share Kim Jong Un's Name,1175,unrelated
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,1317,unrelated
Graphic Photo: Oliver Ilic Uses Razor Blade To Slice Off Own Manhood After Girlfriend Broke Up With Him,513,unrelated
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,304,unrelated
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',662,unrelated
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,873,discuss
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,2044,unrelated
A Bunch Of Folks Are Passing Around This Hoax Video Of A Bird Pooping On Vladimir Putin,1991,unrelated
Texas plumber's truck on front line of Syria war,1439,unrelated
Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,676,unrelated
Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite,1143,unrelated
Isis claims US hostage Kayla Mueller killed in coalition airstrike,712,unrelated
Claim: Comcast Got Complaining Customer Fired From His Job,158,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,2070,unrelated
A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,373,unrelated
The rats eat Prada at Vogue NY office,304,unrelated
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,1844,unrelated
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),368,unrelated
BREAKING: British-born hostage 'KILLED in failed rescue attempt',1471,unrelated
Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,693,unrelated
Airport worker strips naked at security scanner in protest against guards,472,unrelated
WATCH: Stan Beaton cries tears of joy when phone engineers find treasured voicemail recording of his late wife he thought was lost forever,2227,unrelated
British Man Slaps People If They Sneeze In Public,1359,unrelated
GCPD Solved Stolen Batmobile Case?,734,unrelated
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,754,unrelated
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,2470,unrelated
British hostage David Haines beheaded by Islamic State terrorists,1645,unrelated
Report: Exec popped for $300k dinner after run at blackjack,2111,discuss
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1574,unrelated
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1943,unrelated
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,2530,discuss
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,1294,unrelated
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1011,discuss
The baby from Teletubbies reveals herself,2371,discuss
Vandal paints penis on £1.5million Bugatti Veyron,1349,unrelated
Jihadi John ‘identified as British man from West London’,1939,discuss
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,404,unrelated
Mass grave found after 40 students disappear in Mexican protest,777,discuss
London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,1237,unrelated
ESPN's Domestic Violence Panel Is Missing Something Important,373,unrelated
New policy could reduce marijuana possession arrests,2372,discuss
Michelle Obama’s face blurred by Saudi state television,1498,unrelated
Official: Gitmo prisoner traded for Bergdahl reaching out to Taliban,366,unrelated
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,2528,discuss
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,1224,unrelated
Would-be rapist has penis severed by angry mob,2220,unrelated
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1734,unrelated
Luke Somers 'killed in failed rescue attempt in Yemen',1187,discuss
Isis militants claim to have killed US journalist James Foley,11,unrelated
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,1349,unrelated
Saudi Arabia 'fatwa over building of snowmen',26,unrelated
Star Wars 7: JJ Abrams want to move release to summer 2015,193,discuss
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,1020,unrelated
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,1541,unrelated
Another American hostage at risk by Islamic state,2115,unrelated
WTC rats scare off Anna Wintour,1619,discuss
Microsoft turns to robotic security guards to watch for trouble,1577,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,2115,unrelated
NASA: Viral news on days of darkness in December is hoax,804,unrelated
ISIS Beheads American Journalist James Foley in Video Message to U.S.,2453,unrelated
Is There an ISIS Threat on the Texas-Mexico Border or Not?,2367,discuss
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,691,unrelated
Mexico finds 4 more graves at site of suspected student massacre,983,discuss
Chinese State Media Warns People To Stop Calling Themselves Dumbledore,2091,unrelated
Is Durex Planning To Release A Pumpkin Spice Condom?,242,unrelated
Airport worker strips naked at security scanner in protest against guards,1835,unrelated
